manufacturer,model,age,odometer,fuel,transmission,engine_cc,max_power,seats,price,region,type,cylinders,drive
maruti,swift,8,225000,diesel,manual,1248,74.0,5,450000,,,,
honda,city,4,27000,petrol,automatic,1497,117.6,5,1100000,,,,
hyundai,santro,12,120000,petrol,manual,1086,63.0,5,90000,,,,
isuzu,d-max,5,80000,diesel,manual,2499,134.0,5,1050000,,,,
maruti,wagon r,4,50000,petrol,manual,998,67.04,5,315000,,,,
bmw,5,7,75000,diesel,automatic,2993,235.0,5,3100000,,,,
hyundai,i20,4,37015,petrol,manual,1197,81.83,5,695000,,,,
maruti,alto,3,20000,petrol,manual,796,47.3,5,280000,,,,
skoda,rapid,7,20353,diesel,manual,1598,103.5,5,521000,,,,
renault,kwid,4,35000,petrol,automatic,999,67.0,5,435000,,,,
ford,ecosport,2,11000,diesel,manual,1498,98.59,5,945000,,,,
maruti,ignis,3,25000,petrol,manual,1197,81.8,5,492000,,,,
ford,endeavour,5,38000,diesel,automatic,2198,158.0,7,2250000,,,,
skoda,octavia,3,55000,diesel,automatic,1968,141.0,5,2000000,,,,
maruti,vitara,4,52000,diesel,manual,1248,88.5,5,695000,,,,
bmw,5,5,42000,diesel,automatic,1995,190.0,5,2675000,,,,
honda,city,6,23000,petrol,automatic,1497,117.3,5,800000,,,,
hyundai,creta,6,97247,diesel,manual,1582,126.2,5,950000,,,,
skoda,superb,11,54000,petrol,automatic,1798,157.75,5,449000,,,,
mercedes-benz,c-class,5,29052,petrol,automatic,1991,184.0,5,2800000,,,,
maruti,baleno,3,38000,petrol,manual,1197,83.1,5,515000,,,,
jaguar,xf,6,34000,diesel,automatic,2179,187.7,5,2350000,,,,
volkswagen,polo,6,20000,petrol,manual,1198,74.0,5,499000,,,,
honda,amaze,6,39600,diesel,manual,1498,98.6,5,490000,,,,
audi,a6,5,35000,diesel,automatic,1968,174.33,5,3125000,,,,
volkswagen,polo,5,59000,petrol,manual,1598,103.5,5,650000,,,,
hyundai,i10,5,35000,petrol,manual,1086,68.05,5,350000,,,,
mahindra,scorpio,6,35000,diesel,manual,2179,120.0,7,875000,,,,
renault,duster,5,70000,diesel,manual,1461,83.8,5,600000,,,,
mercedes-benz,c-class,15,45000,diesel,automatic,2143,170.0,5,425000,,,,
maruti,ertiga,8,15000,petrol,manual,1373,93.7,7,550000,,,,
mahindra,kuv,5,25000,petrol,manual,1198,82.0,6,500000,,,,
renault,duster,6,100000,diesel,manual,1461,108.45,5,470000,,,,
mahindra,xuv500,6,40000,diesel,manual,2179,140.0,7,950000,,,,
volkswagen,vento,9,79324,petrol,manual,1598,103.6,5,490000,,,,
maruti,vitara,2,20000,diesel,manual,1248,88.5,5,750000,,,,
honda,jazz,5,90000,diesel,manual,1498,98.6,5,545000,,,,
maruti,wagon r,12,55000,petrol,manual,998,67.1,5,160000,,,,
renault,duster,8,110000,diesel,manual,1461,83.8,5,415000,,,,
toyota,innova,7,69000,diesel,manual,2494,100.0,7,895000,,,,
hyundai,i20,6,24000,diesel,manual,1396,90.0,5,660000,,,,
maruti,alto,4,61000,cng,manual,796,40.3,4,340000,,,,
maruti,alto,7,64531,petrol,manual,998,67.05,5,355000,,,,
renault,duster,3,40000,diesel,manual,1461,83.8,5,900000,,,,
maruti,wagon r,6,57000,petrol,manual,998,67.1,5,425000,,,,
porsche,panamera,8,25000,diesel,automatic,4806,394.3,4,6500000,,,,
volkswagen,polo,4,55000,petrol,manual,1199,74.0,5,675000,,,,
hyundai,tucson,4,44000,diesel,manual,1995,182.46,5,1500000,,,,
renault,kwid,4,35000,petrol,automatic,999,67.0,5,405000,,,,
mahindra,xuv500,6,120000,diesel,manual,2179,140.0,7,945000,,,,
maruti,alto,5,50000,petrol,manual,796,47.3,5,250000,,,,
mahindra,thar,4,25000,diesel,manual,2498,105.0,6,700000,,,,
volkswagen,polo,2,20000,petrol,manual,999,75.0,5,550000,,,,
hyundai,i20,12,50000,petrol,manual,1197,80.0,5,280000,,,,
maruti,swift,11,91000,petrol,manual,1197,81.8,5,265000,,,,
skoda,rapid,7,52135,diesel,manual,1598,103.5,5,610000,,,,
honda,amaze,6,48000,diesel,manual,1498,98.6,5,450000,,,,
ford,figo,8,87000,diesel,manual,1399,68.0,5,415000,,,,
tata,safari,9,77450,diesel,manual,2179,138.03,7,349000,,,,
ford,ecosport,8,88000,diesel,manual,1498,89.84,5,460000,,,,
honda,jazz,5,46774,petrol,manual,1199,88.7,5,600000,,,,
mercedes-benz,c-class,11,45000,diesel,automatic,2143,170.0,5,740000,,,,
mahindra,xuv500,6,50000,diesel,manual,2179,140.0,7,800000,,,,
maruti,ciaz,3,50000,diesel,manual,1248,88.5,5,702000,,,,
hyundai,i10,11,60000,petrol,manual,1197,78.9,5,275000,,,,
maruti,alto,8,52000,petrol,manual,796,47.3,5,236000,,,,
skoda,rapid,6,33000,petrol,automatic,1598,103.52,5,575000,,,,
mahindra,scorpio,7,213000,diesel,manual,2523,75.0,8,450000,,,,
maruti,swift,3,40000,diesel,manual,1248,74.0,5,725000,,,,
hyundai,i10,13,57000,petrol,manual,1086,68.05,5,190000,,,,
bmw,6,2,9651,diesel,automatic,2993,261.4,4,6475000,,,,
renault,duster,7,57000,diesel,manual,1461,83.8,5,740000,,,,
volkswagen,polo,9,58700,petrol,manual,1198,73.9,5,299000,,,,
maruti,alto,6,30000,petrol,manual,796,47.3,5,230000,,,,
ford,figo,10,110000,diesel,manual,1399,68.0,5,200000,,,,
volkswagen,polo,11,50000,petrol,manual,1198,73.9,5,395000,,,,
skoda,octavia,6,81000,petrol,automatic,1798,177.5,5,1275000,,,,
maruti,swift,3,41000,petrol,manual,1197,81.8,5,574000,,,,
hyundai,verna,7,43000,petrol,automatic,1591,121.4,5,690000,,,,
maruti,ciaz,4,38629,diesel,manual,1248,88.5,5,725000,,,,
mahindra,scorpio,9,85000,diesel,manual,2179,120.0,7,599000,,,,
bmw,7,11,71000,diesel,automatic,2993,258.0,5,1950000,,,,
mg,hector,2,35803,diesel,manual,1956,167.68,5,2075000,,,,
hyundai,grand,4,47961,petrol,manual,1197,81.86,5,550000,,,,
maruti,ciaz,3,11113,petrol,manual,1462,103.25,5,1015000,,,,
datsun,redigo,4,80000,petrol,manual,799,53.64,5,259000,,,,
honda,city,6,42000,petrol,manual,1497,117.3,5,550000,,,,
hyundai,grand,6,69000,petrol,automatic,1197,82.0,5,485000,,,,
maruti,wagon r,6,90000,petrol,manual,998,67.04,5,350000,,,,
ford,ecosport,5,33000,petrol,manual,1499,110.4,5,550000,,,,
honda,city,6,15000,petrol,manual,1497,117.3,5,875000,,,,
mahindra,xuv500,5,72000,diesel,manual,2179,140.0,7,1245000,,,,
maruti,swift,2,30000,diesel,automatic,1248,74.0,5,875000,,,,
maruti,swift,4,75000,petrol,manual,1197,83.11,5,475000,,,,
maruti,vitara,3,30000,diesel,manual,1248,88.5,5,711000,,,,
honda,city,4,25000,petrol,automatic,1497,117.6,5,1050000,,,,
ford,figo,4,40000,petrol,manual,1196,86.8,5,500000,,,,
maruti,swift,3,59311,diesel,manual,1248,74.0,5,800000,,,,
hyundai,i20,9,77000,diesel,manual,1396,90.0,5,359000,,,,
maruti,alto,7,53000,petrol,manual,998,67.05,5,290000,,,,
maruti,swift,13,80000,petrol,manual,1298,88.2,5,220000,,,,
maruti,ertiga,3,56000,cng,manual,1462,91.19,7,900000,,,,
hyundai,i20,3,30000,petrol,manual,1197,81.86,5,850000,,,,
datsun,redigo,4,28100,petrol,manual,799,53.64,5,270000,,,,
hyundai,verna,4,56100,diesel,manual,1396,88.76,5,750000,,,,
hyundai,creta,2,40000,diesel,manual,1396,88.7,5,1100000,,,,
maruti,xl6,2,20000,petrol,manual,1462,103.2,6,1000000,,,,
toyota,innova,7,44000,diesel,manual,2494,100.6,7,1550000,,,,
bmw,x3,7,65000,diesel,automatic,1995,184.0,5,2025000,,,,
maruti,alto,13,60000,petrol,manual,796,46.3,5,91000,,,,
mahindra,marazzo,2,50000,diesel,manual,1497,121.0,8,1450000,,,,
volkswagen,polo,7,40000,petrol,manual,1198,74.0,5,575000,,,,
hyundai,verna,4,20000,petrol,manual,1591,121.3,5,875000,,,,
maruti,swift,3,50000,diesel,manual,1248,74.0,5,700000,,,,
hyundai,i10,9,75750,petrol,manual,1197,78.9,5,325000,,,,
toyota,fortuner,2,33000,diesel,automatic,2755,174.5,7,3300000,,,,
hyundai,grand,5,29000,petrol,manual,1197,82.0,5,525000,,,,
renault,duster,4,60000,diesel,manual,1461,83.8,5,850000,,,,
maruti,swift dzire,10,80930,petrol,manual,1197,85.8,5,400000,,,,
mahindra,scorpio,4,68000,diesel,manual,1997,120.0,7,985000,,,,
maruti,ertiga,5,110000,diesel,manual,1248,88.5,7,850000,,,,
land rover,rover,2,4000,diesel,automatic,2179,147.5,7,4750000,,,,
maruti,eeco,11,22000,petrol,manual,1196,73.0,5,130000,,,,
renault,kwid,2,8500,petrol,manual,999,67.0,5,440000,,,,
honda,amaze,3,20833,petrol,manual,1199,88.76,5,825000,,,,
hyundai,verna,6,71000,petrol,manual,1591,121.3,5,635000,,,,
bmw,5,6,25000,diesel,automatic,1995,190.0,5,2499000,,,,
maruti,celerio,4,49600,petrol,manual,998,67.04,5,390000,,,,
honda,amaze,7,81747,petrol,manual,1199,88.76,5,400000,,,,
maruti,alto,6,32900,petrol,manual,998,67.1,5,350000,,,,
maruti,ertiga,2,34000,cng,manual,1462,103.0,7,925000,,,,
bmw,x1,6,45000,diesel,automatic,1995,184.0,5,1300000,,,,
hyundai,i10,7,82000,petrol,manual,1197,78.9,5,385000,,,,
ford,figo,11,63500,petrol,manual,1196,70.0,5,240000,,,,
hyundai,i10,8,72000,petrol,manual,1086,68.05,5,265000,,,,
hyundai,i20,9,43000,diesel,manual,1396,88.76,5,400000,,,,
bmw,3,7,41000,diesel,automatic,1995,184.0,5,1650000,,,,
hyundai,verna,10,46000,petrol,manual,1591,121.3,5,495000,,,,
maruti,wagon r,8,40000,petrol,manual,998,67.04,5,385000,,,,
hyundai,i20,2,25000,petrol,manual,1197,81.83,5,795000,,,,
mercedes-benz,c-class,12,56000,petrol,automatic,1796,186.0,5,649000,,,,
hyundai,creta,5,70000,diesel,automatic,1582,126.2,5,1150000,,,,
maruti,swift dzire,7,89504,diesel,manual,1248,74.0,5,595000,,,,
maruti,alto,4,30000,petrol,manual,998,67.05,5,360000,,,,
volkswagen,vento,9,57500,petrol,automatic,1598,103.6,5,350000,,,,
volkswagen,polo,5,63000,diesel,manual,1498,88.0,5,655000,,,,
honda,city,2,9000,diesel,manual,1498,97.9,5,1300000,,,,
honda,cr-v,7,59000,petrol,manual,1997,153.86,5,1525000,,,,
toyota,fortuner,10,91000,diesel,manual,2982,171.0,7,1175000,,,,
maruti,alto,5,68000,petrol,manual,998,67.05,5,325000,,,,
hyundai,creta,4,20000,petrol,manual,1591,121.3,5,1035000,,,,
hyundai,i20,8,70000,petrol,manual,1197,82.9,5,330000,,,,
maruti,swift,3,45000,petrol,automatic,1197,81.8,5,645000,,,,
maruti,eeco,8,72000,cng,manual,1196,61.7,5,325000,,,,
maruti,vitara,3,25000,diesel,manual,1248,88.5,5,985000,,,,
renault,duster,5,50000,diesel,automatic,1461,108.45,5,1050000,,,,
mercedes-benz,c-class,11,75900,diesel,automatic,2143,170.0,5,850000,,,,
renault,duster,6,68000,diesel,manual,1461,83.8,5,497000,,,,
hyundai,i20,4,68678,diesel,manual,1396,88.76,5,751000,,,,
mercedes-benz,e-class,6,33000,diesel,automatic,2143,201.1,5,2450000,,,,
hyundai,i10,5,25166,petrol,manual,1086,68.05,5,375000,,,,
mercedes-benz,e-class,9,50000,petrol,manual,1796,185.0,5,1349000,,,,
honda,city,12,65000,petrol,manual,1497,118.0,5,275000,,,,
bentley,continental,10,30000,petrol,automatic,5998,552.0,4,8100000,,,,
renault,duster,8,61000,diesel,manual,1461,83.8,5,675000,,,,
maruti,ciaz,6,50000,petrol,manual,1373,91.1,5,700000,,,,
honda,city,12,80661,petrol,manual,1497,118.0,5,390000,,,,
mahindra,kuv,5,70000,petrol,manual,1198,82.0,6,275000,,,,
toyota,innova,8,160000,diesel,manual,2494,100.0,8,1175000,,,,
honda,city,6,51000,petrol,manual,1497,117.3,5,525000,,,,
hyundai,grand,3,35000,petrol,automatic,1197,81.86,5,550000,,,,
mercedes-benz,e-class,10,55000,diesel,automatic,2143,203.0,5,1299000,,,,
maruti,swift,11,27284,petrol,manual,1197,85.0,5,291000,,,,
maruti,ertiga,2,9001,petrol,automatic,1462,103.0,7,1059000,,,,
hyundai,santro,13,80000,petrol,manual,1086,62.1,5,120000,,,,
mahindra,scorpio,14,74000,diesel,manual,2179,115.0,5,275000,,,,
audi,a6,9,90000,diesel,automatic,1968,174.33,5,1250000,,,,
toyota,innova,5,70000,diesel,manual,2494,100.6,7,945000,,,,
hyundai,i20,4,110000,diesel,manual,1396,88.73,5,800000,,,,
maruti,vitara,3,20180,diesel,automatic,1248,88.5,5,975000,,,,
maruti,swift,9,79000,diesel,manual,1248,75.0,5,369000,,,,
maruti,swift dzire,10,170000,diesel,manual,1248,73.9,5,270000,,,,
hyundai,creta,2,65972,diesel,manual,1582,126.2,5,1360000,,,,
maruti,vitara,5,65000,diesel,manual,1248,88.5,5,751000,,,,
renault,kwid,5,26957,petrol,manual,799,53.3,5,365000,,,,
honda,city,13,91000,petrol,manual,1493,106.0,5,235000,,,,
maruti,baleno,2,10000,petrol,manual,1197,81.8,5,550000,,,,
maruti,swift,7,25000,diesel,manual,1248,74.0,5,405000,,,,
hyundai,grand,5,20000,petrol,manual,1197,82.0,5,500000,,,,
hyundai,i20,8,50000,petrol,manual,1197,82.85,5,425000,,,,
honda,amaze,5,40000,petrol,manual,1198,86.7,5,475000,,,,
maruti,alto,13,110000,petrol,manual,796,46.3,5,120000,,,,
honda,wr-v,4,62736,diesel,manual,1498,98.6,5,785000,,,,
hyundai,i20,7,48100,petrol,manual,1197,81.83,5,495000,,,,
maruti,vitara,2,15000,diesel,automatic,1248,88.5,5,942000,,,,
maruti,ertiga,8,55000,diesel,manual,1498,93.87,7,550000,,,,
hyundai,i20,7,49000,petrol,manual,1197,80.0,5,552000,,,,
tata,hexa,3,10000,diesel,manual,2179,147.94,7,1100000,,,,
maruti,swift dzire,13,115000,diesel,manual,1248,73.9,5,350000,,,,
hyundai,i10,8,45000,petrol,manual,1197,78.9,5,280000,,,,
maruti,alto,11,425785,petrol,manual,998,67.05,5,195000,,,,
maruti,swift,2,7000,petrol,manual,1197,81.8,5,610000,,,,
maruti,swift,8,51200,petrol,manual,1197,85.0,5,470000,,,,
renault,duster,5,140000,diesel,manual,1461,83.8,5,680000,,,,
mercedes-benz,e-class,9,23000,petrol,automatic,3498,272.0,2,1996000,,,,
maruti,swift,3,25000,petrol,automatic,1197,81.8,5,645000,,,,
maruti,vitara,2,31000,diesel,manual,1248,88.5,5,900000,,,,
hyundai,i20,11,70000,petrol,manual,1197,80.0,5,200000,,,,
hyundai,verna,5,35000,diesel,manual,1396,88.7,5,655000,,,,
hyundai,elantra,6,50000,petrol,automatic,1999,149.92,5,850000,,,,
tata,safari,9,72000,diesel,manual,2179,138.1,7,450000,,,,
hyundai,creta,4,70000,diesel,manual,1396,88.7,5,830000,,,,
maruti,swift dzire,9,120000,diesel,manual,1248,73.9,5,300000,,,,
jeep,compass,4,43726,diesel,manual,1956,173.0,5,1625000,,,,
maruti,wagon r,10,97319,petrol,manual,998,67.1,5,300000,,,,
tata,safari,6,145000,diesel,manual,2179,138.1,7,550000,,,,
mahindra,scorpio,6,48000,diesel,manual,2179,120.0,8,850000,,,,
skoda,octavia,3,29454,petrol,automatic,1798,178.0,5,2195000,,,,
hyundai,i20,3,35000,diesel,manual,1396,88.73,5,700000,,,,
honda,city,4,19000,petrol,manual,1497,117.3,5,850000,,,,
maruti,alto,6,49000,petrol,manual,796,47.3,5,235000,,,,
hyundai,verna,12,78666,diesel,manual,1582,126.32,5,160000,,,,
hyundai,i10,5,44633,petrol,manual,1086,68.1,5,450000,,,,
hyundai,i20,11,80000,petrol,manual,1197,81.83,5,425000,,,,
hyundai,grand,4,29945,petrol,automatic,1197,81.86,5,625000,,,,
hyundai,grand,8,31178,petrol,automatic,1197,81.86,5,400000,,,,
hyundai,creta,4,19543,petrol,manual,1591,121.3,5,1100000,,,,
maruti,ciaz,4,26000,petrol,manual,1373,91.1,5,740000,,,,
volkswagen,polo,5,29000,petrol,automatic,1197,103.5,5,795000,,,,
hyundai,verna,8,48000,petrol,manual,1591,121.3,5,510000,,,,
hyundai,creta,5,48000,petrol,manual,1591,121.3,5,840000,,,,
maruti,baleno,3,50000,petrol,automatic,1197,83.1,5,600000,,,,
hyundai,i10,10,68000,petrol,manual,1197,78.9,5,250000,,,,
ford,figo,5,27000,petrol,automatic,1499,110.4,5,535000,,,,
hyundai,verna,9,68000,petrol,manual,1591,121.3,5,410000,,,,
toyota,innova,5,61667,diesel,automatic,2755,171.5,7,1895000,,,,
mahindra,kuv100,3,15000,petrol,manual,1198,82.0,5,470000,,,,
maruti,celerio,5,18540,petrol,automatic,998,67.04,5,429000,,,,
bmw,5,3,16000,diesel,automatic,2993,261.49,5,5800000,,,,
hyundai,i20,6,48000,diesel,manual,1396,88.73,5,635000,,,,
toyota,innova,4,36639,diesel,automatic,2393,147.51,8,1650000,,,,
skoda,superb,12,98000,diesel,automatic,1968,138.03,5,350000,,,,
maruti,swift,3,18000,diesel,automatic,1248,74.0,5,835000,,,,
maruti,alto,5,143000,petrol,manual,796,47.3,5,170000,,,,
mahindra,kuv100,3,40000,diesel,manual,1198,77.0,5,680000,,,,
maruti,wagon r,10,78562,petrol,manual,998,67.1,5,260000,,,,
honda,city,6,54000,petrol,automatic,1497,117.3,5,795000,,,,
maruti,alto,8,80000,petrol,manual,796,47.3,5,250000,,,,
maruti,swift dzire,4,41000,diesel,manual,1248,74.0,5,470000,,,,
volkswagen,polo,6,63000,diesel,manual,1498,88.0,5,650000,,,,
mini,cooper,3,8000,petrol,automatic,1998,189.08,4,3200000,,,,
maruti,ciaz,4,44000,diesel,manual,1248,88.5,5,815000,,,,
maruti,alto,9,65535,petrol,manual,796,46.3,5,275000,,,,
hyundai,i20,4,35000,diesel,manual,1396,88.73,5,580000,,,,
toyota,fortuner,2,22600,diesel,manual,2755,174.5,7,3300000,,,,
tata,tiago,4,50000,petrol,manual,1199,84.0,5,390000,,,,
maruti,baleno,4,34676,petrol,manual,1197,83.1,5,710000,,,,
tata,safari,8,68192,diesel,manual,2179,147.94,7,550000,,,,
maruti,swift,6,50000,petrol,manual,1197,81.8,5,435000,,,,
skoda,rapid,7,50900,petrol,manual,1598,103.5,5,400000,,,,
maruti,wagon r,8,48000,petrol,manual,998,67.1,5,325000,,,,
honda,amaze,2,2200,petrol,automatic,1199,88.7,5,790000,,,,
bmw,5,9,79000,diesel,automatic,2495,218.0,5,1800000,,,,
mercedes-benz,e-class,11,126436,diesel,automatic,2143,203.0,5,1230000,,,,
hyundai,santro,9,106346,petrol,manual,1086,62.1,5,220000,,,,
toyota,innova,8,76000,diesel,manual,2494,100.6,8,995000,,,,
audi,a4,10,70000,diesel,automatic,1968,140.0,5,1099000,,,,
hyundai,i20,9,73000,diesel,manual,1396,90.0,5,395000,,,,
bmw,5,3,10002,diesel,automatic,1995,187.74,5,4000000,,,,
maruti,swift,3,28000,diesel,manual,1248,74.0,5,800000,,,,
maruti,celerio,3,21000,petrol,automatic,998,67.04,5,510000,,,,
skoda,rapid,7,49000,diesel,manual,1598,103.5,5,625000,,,,
hyundai,i20,6,47000,petrol,manual,1197,82.85,5,540000,,,,
skoda,rapid,2,35000,diesel,automatic,1498,108.6,5,1000000,,,,
tata,nexon,3,43000,diesel,manual,1497,108.5,5,895000,,,,
maruti,alto,4,35000,petrol,manual,796,47.3,5,280000,,,,
bmw,6,3,24000,diesel,automatic,2993,261.4,4,6000000,,,,
toyota,innova,4,110000,diesel,automatic,2755,171.5,7,1600000,,,,
bmw,3,6,35000,diesel,automatic,1995,190.0,5,1545000,,,,
toyota,innova,7,78000,diesel,manual,2494,100.6,7,965000,,,,
ford,figo,5,70000,diesel,manual,1498,99.0,5,270000,,,,
maruti,ignis,3,14188,petrol,manual,1197,81.8,5,470000,,,,
maruti,baleno,4,65000,petrol,manual,1197,83.1,5,520000,,,,
maruti,swift dzire,3,70000,diesel,manual,1248,74.02,5,641000,,,,
maruti,swift dzire,4,21000,petrol,manual,1197,83.14,5,650000,,,,
hyundai,santro,11,74000,petrol,manual,1086,62.1,5,265000,,,,
mahindra,xuv500,6,39838,diesel,manual,2179,140.0,7,1095000,,,,
hyundai,venue,1,6500,petrol,manual,998,118.35,5,949000,,,,
renault,kwid,3,40000,petrol,automatic,999,67.0,5,300000,,,,
honda,city,4,40000,petrol,manual,1497,117.3,5,840000,,,,
tata,nexon,4,95000,diesel,manual,1497,108.5,5,825000,,,,
ford,ecosport,2,14000,petrol,automatic,1496,120.69,5,980000,,,,
mercedes-benz,c-class,5,28000,diesel,automatic,2143,170.0,5,2500000,,,,
maruti,alto,9,70000,petrol,manual,998,67.1,5,231000,,,,
jeep,compass,3,67000,diesel,manual,1956,170.0,5,1950000,,,,
hyundai,i20,3,5000,petrol,manual,1197,81.86,5,815000,,,,
mahindra,xuv500,2,20000,diesel,manual,2179,152.87,7,1667000,,,,
maruti,wagon r,4,43000,cng,manual,998,58.2,5,399000,,,,
hyundai,verna,3,26000,petrol,automatic,1591,121.3,5,1040000,,,,
maruti,ciaz,6,30000,petrol,manual,1373,91.1,5,600000,,,,
maruti,swift,4,25000,petrol,manual,1197,81.8,5,625000,,,,
hyundai,verna,4,100000,diesel,manual,1582,126.2,5,839000,,,,
mahindra,xuv500,5,15000,diesel,automatic,2179,140.0,7,1620000,,,,
hyundai,i20,3,10114,petrol,manual,1197,81.86,5,690000,,,,
mahindra,xuv500,8,60000,diesel,manual,2179,140.0,7,500000,,,,
maruti,alto,1,5000,petrol,manual,796,47.3,5,320000,,,,
maruti,celerio,3,20000,petrol,manual,998,67.0,5,585000,,,,
maruti,baleno,4,21000,petrol,automatic,1197,81.8,5,680000,,,,
maruti,vitara,5,36355,diesel,manual,1248,88.5,5,765000,,,,
renault,triber,1,4500,petrol,manual,999,71.0,7,770000,,,,
maruti,swift,5,70000,diesel,manual,1248,74.0,5,497000,,,,
land rover,rover,9,66000,diesel,automatic,2179,187.74,5,1450000,,,,
honda,amaze,2,8700,petrol,manual,1199,88.76,5,750000,,,,
hyundai,verna,11,100000,petrol,manual,1599,103.2,5,300000,,,,
maruti,alto,13,30000,petrol,manual,796,46.3,5,200000,,,,
honda,city,8,55243,petrol,manual,1497,118.0,5,560000,,,,
hyundai,grand,6,25000,petrol,manual,1197,82.0,5,500000,,,,
hyundai,verna,8,35212,diesel,manual,1493,113.42,5,500000,,,,
tata,harrier,2,21655,diesel,manual,1956,138.1,5,1660000,,,,
maruti,swift dzire,8,46100,petrol,manual,1197,85.8,5,475000,,,,
ford,figo,10,40000,petrol,manual,1196,70.0,5,355000,,,,
nissan,kicks,2,10000,petrol,manual,1498,104.55,5,950000,,,,
tata,nexon,3,31000,diesel,automatic,1497,108.5,5,845000,,,,
mercedes-benz,gl-class,7,87000,diesel,automatic,2987,254.8,7,3500000,,,,
honda,city,5,34000,diesel,manual,1498,98.6,5,1025000,,,,
mahindra,bolero,6,66274,diesel,manual,2523,63.0,7,478000,,,,
maruti,swift dzire,11,133000,diesel,manual,1248,73.9,5,340000,,,,
volkswagen,vento,4,16219,petrol,manual,999,108.62,5,845000,,,,
tata,tiago,2,10000,petrol,manual,1199,84.0,5,510000,,,,
hyundai,grand,4,56169,petrol,manual,1197,82.0,5,550000,,,,
maruti,baleno,5,90000,diesel,manual,1248,74.0,5,590000,,,,
maruti,wagon r,7,31692,petrol,manual,998,67.04,5,330000,,,,
skoda,superb,11,74000,petrol,automatic,1798,157.75,5,365000,,,,
maruti,swift,3,80000,diesel,manual,1248,74.0,5,675000,,,,
hyundai,grand,2,5000,petrol,manual,1197,81.86,5,590000,,,,
toyota,innova,3,68600,diesel,manual,2393,147.51,8,1721000,,,,
audi,a4,8,45000,diesel,automatic,1968,174.33,5,1725000,,,,
volkswagen,vento,2,15000,diesel,manual,1498,108.6,5,900000,,,,
hyundai,i10,10,51359,petrol,manual,1086,68.05,5,320000,,,,
skoda,rapid,9,79000,diesel,manual,1598,103.5,5,460000,,,,
maruti,eeco,9,65000,petrol,manual,1196,73.0,5,175000,,,,
mercedes-benz,c-class,9,50000,diesel,automatic,2143,201.15,5,1180000,,,,
tata,nexon,3,42388,diesel,manual,1497,108.5,5,895000,,,,
maruti,celerio,6,50000,petrol,manual,998,67.04,5,350000,,,,
maruti,vitara,3,9000,diesel,manual,1248,88.5,5,960000,,,,
maruti,swift dzire,5,40000,diesel,manual,1248,74.0,5,650000,,,,
hyundai,grand,5,15000,petrol,manual,1197,82.0,5,390000,,,,
maruti,alto,12,70000,petrol,manual,796,46.3,5,130000,,,,
maruti,alto,3,25000,petrol,manual,998,67.05,5,385000,,,,
hyundai,verna,7,70000,petrol,manual,1591,121.3,5,450000,,,,
maruti,swift,3,26000,petrol,manual,1197,81.8,5,610000,,,,
honda,jazz,6,40000,diesel,manual,1498,98.6,5,665000,,,,
hyundai,grand,3,30000,petrol,manual,1197,81.86,5,450000,,,,
maruti,baleno,2,8800,petrol,manual,1197,83.1,5,675000,,,,
hyundai,santro,12,40000,petrol,manual,1086,62.1,5,266000,,,,
hyundai,verna,7,90000,diesel,manual,1582,126.32,5,590000,,,,
ford,freestyle,2,17000,petrol,manual,1194,94.68,5,630000,,,,
maruti,swift,8,106000,diesel,manual,1248,74.0,5,350000,,,,
bmw,3,4,72000,diesel,automatic,1995,188.0,5,3300000,,,,
honda,jazz,11,56161,petrol,manual,1198,90.0,5,319000,,,,
ford,figo,10,35000,diesel,manual,1399,68.0,5,300000,,,,
ford,ecosport,6,100000,diesel,manual,1498,98.59,5,700000,,,,
maruti,swift,8,67000,diesel,manual,1248,74.0,5,300000,,,,
maruti,swift,4,28000,petrol,manual,1197,81.8,5,629000,,,,
honda,city,15,38000,petrol,manual,1497,100.0,5,200000,,,,
maruti,swift,4,5000,petrol,manual,1197,81.8,5,570000,,,,
maruti,ertiga,4,50000,diesel,manual,1248,88.5,7,800000,,,,
maruti,baleno,5,20000,petrol,manual,1197,83.1,5,599000,,,,
renault,kwid,4,20000,petrol,manual,799,53.3,5,300000,,,,
toyota,innova,12,180000,diesel,manual,2494,102.0,8,400000,,,,
bmw,x5,7,60000,diesel,automatic,2993,258.0,5,3350000,,,,
skoda,rapid,7,70000,diesel,manual,1598,103.5,5,525000,,,,
mahindra,scorpio,7,69000,diesel,automatic,2179,120.0,7,650000,,,,
skoda,rapid,5,60000,diesel,automatic,1498,103.52,5,850000,,,,
maruti,ciaz,7,120000,diesel,manual,1248,88.5,5,580000,,,,
hyundai,grand,6,50215,petrol,manual,1197,81.86,5,450000,,,,
hyundai,venue,2,18700,diesel,manual,1396,88.7,5,1045000,,,,
hyundai,santro,7,35000,petrol,manual,1086,62.1,5,300000,,,,
maruti,ciaz,5,100000,diesel,manual,1248,88.5,5,660000,,,,
tata,hexa,4,41723,diesel,manual,2179,153.86,7,1350000,,,,
toyota,innova,10,68830,diesel,manual,2494,102.0,7,685000,,,,
audi,a6,10,110000,diesel,automatic,1968,174.33,5,1100000,,,,
hyundai,verna,2,5630,petrol,manual,1591,121.3,5,975000,,,,
hyundai,i20,6,109555,diesel,manual,1396,88.73,5,655000,,,,
hyundai,verna,12,90000,diesel,manual,1493,110.0,5,290000,,,,
honda,amaze,8,75000,diesel,manual,1498,98.6,5,390000,,,,
